City,Latitude,Longitude,Country
Vyetka,52.5667,31.1833,Belarus
Bani Murr,27.2272,31.1944,Egypt
Nhlangano,-27.1167,31.2,Eswatini
Qaha,30.2833,31.2,Egypt
Tukh,30.3539,31.2007,Egypt
Qalyub,30.1997,31.2053,Egypt
Lobamba,-26.4465,31.2064,Eswatini
Sunbat,30.8057,31.207,Egypt
Kikube,1.3328,31.2075,Uganda
Umm Ruwaba,12.9046,31.2079,Sudan
Giza,29.987,31.2118,Egypt
Ballitoville,-29.5333,31.2167,South Africa
Biyala,31.1747,31.2204,Egypt
Mit Damsis,30.8267,31.2226,Egypt
Sultandagi,38.5333,31.2333,Turkey
Mit Nama,30.1453,31.2343,Egypt
Abu Sir Bana,30.9,31.2347,Egypt
Cairo,30.0444,31.2358,Egypt
Shubra al Khaymah,30.1286,31.2422,Egypt
Zifta,30.7142,31.2443,Egypt
Ruwa,-17.8897,31.2447,Zimbabwe
Groutville,-29.388,31.245,South Africa
Yumbe,3.465,31.245,Uganda
Piggs Peak,-25.961,31.247,Eswatini
Al `Ayyat,29.6167,31.25,Egypt
Mit Ghamr,30.7167,31.25,Egypt
Samannud,30.9667,31.25,Egypt
Velikiy Novgorod,58.55,31.2667,Russia
Kafr Shukr,30.547,31.2673,Egypt
Al Badrashayn,29.852,31.276,Egypt
Korsun-Shevchenkivskyi,49.4833,31.2833,Ukraine
As Saff,29.5772,31.2906,Egypt
KwaDukuza,-29.3333,31.2917,South Africa
Aja,30.9414,31.2942,Egypt
Smoline,48.6017,31.2947,Ukraine
Chernihiv,51.4939,31.2947,Ukraine
Nabaruh,31.0942,31.3,Egypt
Voznesensk,47.5667,31.3,Ukraine
Al Khankah,30.1601,31.3133,Egypt
Hlatikulu,-26.9667,31.3167,Eswatini
Biharamulo,-2.6333,31.3167,Tanzania
Kaynasli,40.7667,31.3167,Turkey
Baryshivka,50.3539,31.3167,Ukraine
Dobrush,52.4167,31.3167,Belarus
Kyazanga,-0.3864,31.3186,Uganda
Shibin al Qanatir,30.3133,31.3214,Egypt
Kakumiro,0.7811,31.3231,Uganda
Bindura,-17.3,31.3333,Zimbabwe
Halwan,29.8453,31.3333,Egypt
Staraya Russa,58,31.3333,Russia
Chilonga,-12.0244,31.3364,Zambia
Wadi Halfa',21.8,31.35,Sudan
Nallihan,40.1836,31.3506,Turkey
Hoima,1.4319,31.3525,Uganda
Sarkikaraagac,38.0803,31.3658,Turkey
Manzini,-26.4833,31.3667,Eswatini
Ilicakoy,36.8219,31.3672,Turkey
Talkha,31.0547,31.3756,Egypt
Sidfa,26.9653,31.3808,Egypt
Mbala,-8.8333,31.3833,Zambia
Al Mansurah,31.05,31.3833,Egypt
Alapli,41.1806,31.3861,Turkey
Bobrovytsia,50.745,31.3869,Ukraine
Side,36.7667,31.3889,Turkey
Shpola,48.9997,31.3922,Ukraine
Mubende,0.5575,31.395,Uganda
Rakai,-0.71,31.405,Uganda
Abu Za`bal,30.2415,31.411,Egypt
Bulisa,2.1217,31.4156,Uganda
Al Badari,26.9925,31.4156,Egypt
Aksehir,38.3575,31.4164,Turkey
Ulundi,-28.3167,31.4167,South Africa
Mutukula,-0.9997,31.4167,Uganda
Pomichna,48.25,31.4167,Ukraine
Eregli,41.2792,31.4208,Turkey
Sitebe,-29.089,31.432,South Africa
Manavgat,36.7833,31.4333,Turkey
Pereyaslav-Khmel'nyts'kyy,50.065,31.445,Ukraine
Eshowe,-28.8883,31.4483,South Africa
Yigilca,40.9667,31.45,Turkey
Horodyshche,49.2925,31.4581,Ukraine
Mpika,-11.83,31.46,Zambia
Sembabule,-0.08,31.46,Uganda
Lwengo,-0.3911,31.4606,Uganda
Kaniv,49.75,31.4667,Ukraine
Berezan,50.3197,31.47,Ukraine
Jeppe's Reef,-25.72,31.477,South Africa
Pitkyaranta,61.575,31.4778,Russia
Mahallat Damanah,31.0754,31.4959,Egypt
Pakwach,2.4619,31.4983,Uganda
Az Zaqaziq,30.5667,31.5,Egypt
Novoukrainka,48.3231,31.5242,Ukraine
Timayy al Imdid,30.9438,31.5293,Egypt
Hirriyat Raznah,30.6028,31.5372,Egypt
Sivrihisar,39.45,31.5378,Turkey
Ochakiv,46.6186,31.5392,Ukraine
Kyotera,-0.6317,31.5433,Uganda
Marondera,-18.1897,31.5467,Zimbabwe
Shamva,-17.3167,31.55,Zimbabwe
Kasaali,-0.6167,31.55,Uganda
Bor,6.2125,31.5608,South Sudan
Bilbays,30.4167,31.5667,Egypt
Nosivka,50.93,31.5806,Ukraine
Hihya,30.6687,31.5904,Egypt
Horodnia,51.8931,31.5947,Ukraine
Huyuk,37.9519,31.5958,Turkey
Dikirnis,31.0883,31.5969,Egypt
Juba,4.85,31.6,South Sudan
Al Maraghah,26.7,31.6,Egypt
Bolu,40.7347,31.6075,Turkey
Kashasha,-1.7578,31.6158,Tanzania
Sumbawanga,-7.9667,31.6167,Tanzania
Bukomansimbi,-0.1667,31.6186,Uganda
Kalisizo,-0.535,31.6225,Uganda
Kafr Saqr,30.7964,31.6261,Egypt
Mala Vyska,48.65,31.6333,Ukraine
Langeloop,-25.684,31.635,South Africa
Bani `Ubayd,31.0234,31.6479,Egypt
Malakal,9.55,31.65,South Sudan
Novomyrhorod,48.7833,31.65,Ukraine
Toropets,56.5,31.65,Russia
As Sarw,31.2387,31.6538,Egypt
Kajo Kaji,3.8492,31.6578,South Sudan
Saqultah,26.65,31.6667,Egypt
Chudovo,59.1167,31.6667,Russia
Chiredzi,-21.0389,31.6778,Zimbabwe
Doganhisar,38.1447,31.6781,Turkey
Mukumbura,-16.2,31.6833,Zimbabwe
Kafr Sa`d,31.3594,31.6865,Egypt
Suhaj,26.55,31.7,Egypt
Krychaw,53.7194,31.7139,Belarus
Faraskur,31.3297,31.7147,Egypt
Badr,30.136,31.715,Egypt
Mstsislaw,54.0167,31.7167,Belarus
Moyo,3.6504,31.72,Uganda
Masindi,1.6836,31.7222,Uganda
Beysehir,37.6764,31.7261,Turkey
Al Qurayn,30.6161,31.7353,Egypt
Yunak,38.8172,31.7356,Turkey
Masaka,-0.3411,31.7361,Uganda
Al `Ashir min Ramadan,30.3065,31.7415,Egypt
Akhmim,26.5667,31.75,Egypt
Kozlu,41.4333,31.75,Turkey
Kalungu,-0.1681,31.76,Uganda
Kiboga,0.92,31.76,Uganda
Kafr al Battikh,31.3234,31.7612,Egypt
Chato,-2.6378,31.7669,Tanzania
Nova Odesa,47.3097,31.7792,Ukraine
Yahotyn,50.2569,31.7817,Ukraine
Kafr al Kurdi,31.1429,31.7826,Egypt
Murehwa,-17.65,31.7833,Zimbabwe
Akseki,37.0486,31.79,Turkey
Adjumani,3.3772,31.7906,Uganda
Celtik,39.0244,31.7906,Turkey
Faqus,30.7282,31.797,Egypt
Zonguldak,41.4564,31.7986,Turkey
Kyankwanzi,1.2,31.8,Uganda
Al Minshah,26.4833,31.8,Egypt
Mit Salsil,31.1667,31.8,Egypt
Bukoba,-1.3333,31.8167,Tanzania
Marawi,18.4833,31.8167,Sudan
Kasanda,0.5467,31.8197,Uganda
Damietta,31.4167,31.8214,Egypt
Ras el-Barr,31.5125,31.8256,Egypt
Qantir,30.8,31.8333,Egypt
Kilimli,41.4833,31.8333,Turkey
`Izbat al Burj,31.5031,31.8411,Egypt
Kuraymah,18.55,31.85,Sudan
Seydisehir,37.4183,31.8506,Turkey
Amuru,2.8186,31.8642,Uganda
Al Jammaliyah,31.1806,31.8653,Egypt
Smila,49.2117,31.8731,Ukraine
Lukaya,-0.1508,31.8744,Uganda
San al Hajar al Qibliyah,30.9769,31.88,Egypt
Konakli,36.5833,31.8833,Turkey
Avsallar,36.5833,31.8833,Turkey
Nizhyn,51.0381,31.8861,Ukraine
Biloziria,49.3053,31.8922,Ukraine
Empangeni,-28.75,31.9,South Africa
Lavumisa,-27.3167,31.9,Eswatini
Jirja,26.3333,31.9,Egypt
Kanoni,0.1728,31.9058,Uganda
Ilgin,38.2792,31.9139,Turkey
Al Husayniyah,30.8617,31.9181,Egypt
Beypazari,40.1703,31.9211,Turkey
Mbuzini,-25.9333,31.9333,South Africa
Novozybkov,52.5333,31.9333,Russia
Siteki,-26.45,31.95,Eswatini
Komatipoort,-25.4333,31.95,South Africa
Klimavichy,53.6167,31.95,Belarus
Snovsk,51.8203,31.9508,Ukraine
Devrek,41.2333,31.9667,Turkey
Mykolaiv,46.975,31.995,Ukraine
Nwoya,2.635,32,Uganda
Al Balyana,26.2333,32,Egypt
Alanya,36.55,32,Turkey
Kigumba,1.815,32.01,Uganda
Kirishi,59.45,32.0167,Russia
Namaacha,-25.9667,32.0333,Mozambique
Al Matariyah,31.1833,32.0333,Egypt
Zolotonosha,49.6667,32.0333,Ukraine
Mityana,0.4006,32.0422,Uganda
Smolensk,54.7828,32.0453,Russia
Kastsyukovichy,53.3333,32.05,Belarus
Mapai,-22.7306,32.0583,Mozambique
Richards Bay,-28.7694,32.0594,South Africa
Cherkasy,49.4444,32.0597,Ukraine
Nimule,3.5961,32.0636,South Sudan
Chinsali,-10.5522,32.0692,Zambia
Kestel,36.5161,32.0743,Turkey
Caycuma,41.4267,32.0758,Turkey
Masindi Port,1.6983,32.0778,Uganda
Ubombo,-27.5667,32.0833,South Africa
Abu Tisht,26.1183,32.0953,Egypt
Mahmutlar,36.4928,32.0992,Turkey
Kamianka,49.0333,32.1,Ukraine
Buwama,0.0633,32.1064,Uganda
Gombe,0.1811,32.1142,Uganda
Abu Suwayr,30.5633,32.1155,Egypt
Rusape,-18.5367,32.1247,Zimbabwe
Kiryandongo,1.9525,32.1389,Uganda
Gokcebey,41.3081,32.1417,Turkey
Polatli,39.5842,32.1472,Turkey
Bobrynets,48.0578,32.1581,Ukraine
Farshut,26.055,32.1639,Egypt
Gerede,40.8006,32.1986,Turkey
Melut,10.4404,32.2015,South Sudan
Kadinhani,38.2397,32.2114,Turkey
Mutoko,-17.4,32.2167,Zimbabwe
Mena,51.5167,32.2167,Ukraine
Geita,-2.8714,32.2294,Tanzania
Klintsy,52.75,32.2333,Russia
Malaya Vishera,58.85,32.2333,Russia
Butalangu,0.8228,32.2428,Uganda
Bozkir,37.1886,32.2456,Turkey
Naj` Hammadi,26.05,32.25,Egypt
Koriukivka,51.7833,32.25,Ukraine
Namayumba,0.5281,32.2506,Uganda
Ismailia,30.5833,32.2667,Egypt
Kropyvnytskyi,48.5,32.2667,Ukraine
Kalangala,-0.3214,32.2919,Uganda
Gulu,2.7817,32.2992,Uganda
Magwe,4.1333,32.3,South Sudan
Volkhov,59.9167,32.3,Russia
Port Said,31.2625,32.3061,Egypt
Gazipasa,36.2728,32.3131,Turkey
Ad Diwem,14,32.3167,Sudan
Bur Fu'ad,31.25,32.3167,Egypt
Semuto,0.62,32.3278,Uganda
Yenice,41.2,32.3292,Turkey
Mpigi,0.23,32.33,Uganda
Ayas,40.0167,32.3333,Turkey
Yildiz,41.6344,32.3375,Turkey
Gurgenpinari,41.6344,32.3375,Turkey
Uzungoz,41.6344,32.3375,Turkey
Bartin,41.6344,32.3375,Turkey
Suoyarvi,62.0833,32.35,Russia
Palenga,2.5764,32.3544,Uganda
Kiwoko,0.8442,32.3614,Uganda
Makulubita,0.5122,32.3664,Uganda
Al Qitena,14.8612,32.3692,Sudan
Surazh,53.0167,32.3833,Russia
Oyam,2.235,32.385,Uganda
Pryluky,50.5892,32.3856,Ukraine
Amasra,41.7494,32.3864,Turkey
Kakiri,0.42,32.39,Uganda
Ichnia,50.85,32.4,Ukraine
Sarayonu,38.2661,32.4064,Turkey
Kandalaksha,67.1569,32.4117,Russia
Nakaseke,0.73,32.415,Uganda
Paphos,34.7667,32.4167,Cyprus
Hrebinka,50.1167,32.4167,Ukraine
Al Waqf,26.0808,32.4245,Egypt
Borzna,51.2531,32.4292,Ukraine
Bashtanka,47.4056,32.4375,Ukraine
Meram,37.8364,32.4383,Turkey
Bilozerka,46.6278,32.4431,Ukraine
Pochinok,54.4,32.45,Russia
Hadim,36.9883,32.4569,Turkey
Entebbe,0.05,32.46,Uganda
Nakasongola,1.315,32.465,Uganda
Matola,-25.9667,32.4667,Mozambique
Wakiso,0.3981,32.4781,Uganda
Farajok,3.8724,32.4792,South Sudan
Omdurman,15.65,32.4833,Sudan
Konya,37.8667,32.4833,Turkey
Taskent,36.9233,32.4889,Turkey
Selcuklu,37.8814,32.4922,Turkey
Haymana,39.4311,32.4956,Turkey
Luwero,0.8331,32.4994,Uganda
Kireka,0.3467,32.5,Uganda
Khartoum,15.6,32.5,Sudan
Novyi Buh,47.6833,32.5,Ukraine
Polyarnyye Zori,67.3667,32.5,Russia
Hola Prystan,46.5167,32.5167,Ukraine
Nansana,0.3639,32.5286,Uganda
Matuga,0.4603,32.5286,Uganda
Wobulenzi,0.72,32.53,Uganda
Armant,25.6167,32.5333,Egypt
Pyryatyn,50.25,32.5333,Ukraine
Apac,1.985,32.535,Uganda
Bombo,0.5778,32.545,Uganda
Chornobaivka,46.7006,32.5478,Ukraine
Isna,25.3,32.55,Egypt
Suez,29.9667,32.55,Egypt
Catembe,-26.005,32.5597,Mozambique
Torit,4.4081,32.575,South Sudan
Sincan,39.9594,32.5767,Turkey
Kampala,0.3136,32.5811,Uganda
Maputo,-25.9667,32.5833,Mozambique
Syasstroy,60.15,32.5833,Russia
Kahama,-3.8375,32.6,Tanzania
Kasangati,0.4378,32.6025,Uganda
Chipinge,-20.2,32.62,Zimbabwe
Sariveliler,36.6964,32.6203,Turkey
Kherson,46.6425,32.625,Ukraine
Karabuk,41.1986,32.6264,Turkey
Mutare,-18.9667,32.6333,Zimbabwe
Khartoum North,15.6333,32.6333,Sudan
Kimwanyi,0.4533,32.6347,Uganda
Ulus,41.5861,32.6406,Turkey
Luxor,25.6967,32.6444,Egypt
Chipata,-13.6453,32.6464,Zambia
Kyaliwajjala,0.38,32.6467,Uganda
Chyhyryn,49.0772,32.6492,Ukraine
Sakubva,-18.9833,32.65,Zimbabwe
Al Madamud,25.7167,32.65,Egypt
Kizilcahamam,40.4697,32.6506,Turkey
Dandarah,26.1681,32.6561,Egypt
Al Karnak,25.7186,32.6586,Egypt
Kusti,13.1667,32.6667,Sudan
Etimesgut,39.9458,32.6694,Turkey
Znamianka,48.7136,32.6733,Ukraine
Unecha,52.8461,32.6767,Russia
Safranbolu,41.2494,32.6833,Turkey
Yartsevo,55.0667,32.7,Russia
Chornomorske,45.5019,32.7025,Ukraine
Naqadah,25.9,32.7167,Egypt
Qina,26.1667,32.7167,Egypt
Oleshky,46.6167,32.7167,Ukraine
Aduku,2.0194,32.72,Uganda
Guneysinir,37.2981,32.7211,Turkey
Kizilcasar,39.8167,32.7333,Turkey
Antonivka,46.6808,32.7358,Ukraine
Rabak,13.185,32.744,Sudan
Mukono,0.3533,32.7553,Uganda
Jarajus,25.8681,32.7566,Egypt
Nakonde,-9.3272,32.7583,Zambia
Dolynska,48.1111,32.7647,Ukraine
Tunduma,-9.3,32.7667,Tanzania
Sikonge,-5.6333,32.7667,Tanzania
Starodub,52.5833,32.7667,Russia
Songo,-15.6142,32.7709,Mozambique
Espungabera,-20.4531,32.7725,Mozambique
Cumra,37.575,32.7747,Turkey
Shanhur,25.8604,32.7779,Egypt
Manhica,-25.4,32.8,Mozambique
Tabora,-5.0167,32.8,Tanzania
Lamwo,3.53,32.8,Uganda
Renk,11.83,32.8,South Sudan
Snihurivka,47.0736,32.8,Ukraine
Nelidovo,56.2167,32.8,Russia
Kole,2.4286,32.8011,Uganda
Katosi,0.1528,32.8014,Uganda
Anamur,36.0243,32.8026,Turkey
Golbasi,39.7953,32.8028,Turkey
Yenimahalle,39.9719,32.8119,Turkey
Qift,25.9956,32.8158,Egypt
Amolatar,1.6517,32.825,Uganda
Bakhmach,51.1831,32.8297,Ukraine
Ankara,39.93,32.85,Turkey
Kecioren,40,32.8667,Turkey
Bukungu,1.4361,32.8686,Uganda
Altinekin,38.3078,32.8686,Turkey
Kovda,66.6919,32.8708,Russia
Idfu,24.9778,32.8733,Egypt
Manica,-18.9344,32.8756,Mozambique
Kitgum,3.2889,32.8778,Uganda
Roslavl,53.95,32.8833,Russia
Cankaya,39.9244,32.8856,Turkey
Cerkes,40.8139,32.8908,Turkey
Ermenek,36.6389,32.8925,Turkey
Aswan,24.0889,32.8997,Egypt
Mchinji,-13.8167,32.9,Malawi
Mwanza,-2.5167,32.9,Tanzania
Lira,2.2472,32.9,Uganda
Altindag,39.9636,32.9033,Turkey
Kayunga,0.7033,32.9036,Uganda
Daraw,24.4,32.9167,Egypt
Skadovsk,46.1167,32.9167,Ukraine
Monchegorsk,67.9333,32.9167,Russia
Nkokonjeru,0.2394,32.9231,Uganda
Mamak,39.9422,32.9231,Turkey
Lugazi,0.3833,32.9242,Uganda
Cihanbeyli,38.6581,32.9281,Turkey
Vwawa,-9.1081,32.9347,Tanzania
Kawm Umbu,24.4667,32.95,Egypt
Massangena,-21.5378,32.9564,Mozambique
Bozyazi,36.1,32.9667,Turkey
Al Manaqil,14.2467,32.9861,Sudan
Kato Polemidia,34.6931,32.9992,Cyprus
Lubny,50.0167,33,Ukraine
Cide,41.8922,33.0044,Turkey
Chokwe,-24.5253,33.0086,Mozambique
Bi'r al `Abd,31.0181,33.0111,Egypt
Buikwe,0.3442,33.03,Uganda
Cubuk,40.2386,33.0331,Turkey
Limassol,34.6747,33.0442,Cyprus
Mesa Geitonia,34.7022,33.0453,Cyprus
Agios Athanasios,34.7086,33.0503,Cyprus
Nasir,8.6,33.0667,South Sudan
Murmansk,68.9706,33.075,Russia
Ra's Gharib,28.3597,33.0775,Egypt
Kulu,39.0892,33.0806,Turkey
Misungwi,-2.85,33.0833,Tanzania
Akyurt,40.1333,33.0833,Turkey
Kola,68.8833,33.0833,Russia
Germasogeia,34.7181,33.0856,Cyprus
Nansio,-2.1078,33.0864,Tanzania
Macia,-25.0333,33.1,Mozambique
Ostashkov,57.15,33.1,Russia
Ikoto,4.0783,33.1089,South Sudan
Oleksandriia,48.6667,33.1167,Ukraine
Bala,39.5539,33.1211,Turkey
Kamuli,0.945,33.125,Uganda
Njeru,0.4311,33.1478,Uganda
Nyenga,0.38,33.15,Uganda
Kaberamaido,1.7667,33.1522,Uganda
Buyende,1.1475,33.1611,Uganda
Dokolo,1.9186,33.17,Uganda
Buwenge,0.6503,33.1703,Uganda
Catandica,-18.0564,33.1747,Mozambique
Lundazi,-12.3,33.1833,Zambia
Yelnya,54.5833,33.1833,Russia
Nzega,-4.2169,33.1864,Tanzania
Konotop,51.2167,33.2,Ukraine
Jinja,0.4233,33.2039,Uganda
Pader,3.05,33.2167,Uganda
Karaman,37.1819,33.2181,Turkey
Elmadag,39.9208,33.2308,Turkey
Snezhnogorsk,69.2,33.2333,Russia
Bugembe,0.4675,33.2414,Uganda
Svitlovodsk,49.0503,33.2419,Ukraine
Kursunlu,40.85,33.25,Turkey
Safonovo,55.1167,33.25,Russia
Valday,57.9667,33.25,Russia
Hlobyne,49.3903,33.2503,Ukraine
Khorol,49.7667,33.2667,Ukraine
Novhorod-Siverskyi,51.9972,33.2667,Ukraine
Chitipa,-9.7019,33.27,Malawi
Kitamilo,0.2367,33.27,Uganda
Lokhvytsya,50.3598,33.2723,Ukraine
Shyroke,47.6844,33.2728,Ukraine
Kakira,0.5036,33.2825,Uganda
Desnogorsk,54.15,33.2833,Russia
Olenegorsk,68.15,33.2833,Russia
Sabanozu,40.4825,33.2836,Turkey
Kalanchak,46.2522,33.2906,Ukraine
Dorogobuzh,54.9167,33.3,Russia
Alebtong,2.25,33.315,Uganda
Aydincik,36.1417,33.3178,Turkey
Kyrenia,35.3403,33.3192,Cyprus
Arac,41.2422,33.3283,Turkey
Agago,2.9847,33.3306,Uganda
Luuka Town,0.7642,33.3319,Uganda
Ngudu,-2.9667,33.3333,Tanzania
Kalaki,1.816,33.337,Uganda
Abu Hamad,19.5433,33.3378,Sudan
Nicosia,35.1725,33.365,Cyprus
Latsia,35.1,33.3667,Cyprus
Yevpatoriia,45.1939,33.3681,Ukraine
Kalongo,3.04,33.3711,Uganda
Nova Kakhovka,46.755,33.375,Ukraine
Krolevets,51.55,33.3833,Ukraine
Kryvyi Rih,47.91,33.39,Ukraine
Gulnar,36.3389,33.3986,Turkey
Apatity,67.5667,33.4,Russia
Kremenchuk,49.0631,33.4039,Ukraine
Kalecik,40.0972,33.4083,Turkey
Tavriisk,46.75,33.4167,Ukraine
Severomorsk,69.0667,33.4167,Russia
Gadzhiyevo,69.25,33.4167,Russia
Dali,35.0211,33.42,Cyprus
Shinyanga,-3.6619,33.4231,Tanzania
Magu,-2.5833,33.4333,Tanzania
Shendi,16.6833,33.4333,Sudan
Mut,36.6458,33.4375,Turkey
Chimoio,-19.1167,33.45,Mozambique
Mbeya,-8.9,33.45,Tanzania
Pochep,52.9333,33.45,Russia
Yahsihan,39.8503,33.4536,Turkey
Romny,50.75,33.4667,Ukraine
Polyarnyy,69.2,33.4667,Russia
Kakhovka,46.7978,33.475,Ukraine
Mayuge,0.4578,33.48,Uganda
Kasungu,-13.0333,33.4833,Malawi
Shostka,51.8667,33.4833,Ukraine
Iganga,0.615,33.485,Uganda
Kaliro,0.8944,33.4994,Uganda
Zhovti Vody,48.35,33.5,Ukraine
Otuke,2.4442,33.5028,Uganda
Kirikkale,39.8417,33.5139,Turkey
Wad Medani,14.4,33.5167,Sudan
Sevastopol,44.605,33.5225,Ukraine
Chaplynka,46.3644,33.5331,Ukraine
Chibuto,-24.6833,33.5333,Mozambique
Tikhvin,59.65,33.5333,Russia
Sereflikochisar,38.9444,33.5419,Turkey
Nyahanga,-2.3829,33.55,Tanzania
Serere,1.5,33.55,Uganda
Sultanhani,38.25,33.55,Turkey
Lodeynoye Pole,60.7167,33.55,Russia
Karapinar,37.7147,33.5508,Turkey
Saky,45.1336,33.5772,Ukraine
Sannar,13.55,33.5833,Sudan
Kapoeta,4.775,33.59,South Sudan
Aradippou,34.9528,33.59,Cyprus
Tete,-16.1667,33.6,Mozambique
Mzimba,-11.9,33.6,Malawi
Inkerman,44.6,33.6,Ukraine
Myrhorod,49.9667,33.6,Ukraine
Busesa,0.6263,33.6003,Uganda
Soroti,1.715,33.6111,Uganda
Keskin,39.6731,33.6136,Turkey
Cankiri,40.5986,33.6192,Turkey
At Tur,28.2417,33.6222,Egypt
Busembatia,0.775,33.625,Uganda
Larnaca,34.9167,33.6333,Cyprus
Amuria,2.03,33.6431,Uganda
Zelenodolsk,47.5658,33.6464,Ukraine
Xai-Xai,-25.05,33.65,Mozambique
Tukuyu,-9.25,33.65,Tanzania
Kirovsk,67.6167,33.65,Russia
Abim,2.7019,33.66,Uganda
Horishni Plavni,49.0167,33.6667,Ukraine
Namutumba,0.8363,33.6858,Uganda
Armiansk,46.1074,33.6919,Ukraine
Piatykhatky,48.4136,33.7028,Ukraine
Pallisa,1.1675,33.71,Uganda
Mponela,-13.5167,33.7167,Malawi
Apostolove,47.6594,33.7167,Ukraine
Sulakyurt,40.1575,33.7175,Turkey
Kaman,39.3575,33.7239,Turkey
Moatize,-16.1167,33.7333,Mozambique
Zhukovka,53.5333,33.7333,Russia
Bugiri,0.5694,33.7486,Uganda
Qal`at an Nakhl,29.9,33.75,Egypt
Inebolu,41.9747,33.7608,Turkey
Trubchevsk,52.5667,33.7667,Russia
Ngora,1.4575,33.7764,Uganda
Kastamonu,41.3764,33.7764,Turkey
Yaprakli,40.7572,33.7789,Turkey
Lilongwe,-13.9833,33.7833,Malawi
Masanwa,-3.1833,33.7833,Tanzania
Musoma,-1.5,33.8,Tanzania
Evren,39.0167,33.8,Turkey
Yany Kapu,45.9675,33.8003,Ukraine
Al `Arish,31.1249,33.8006,Egypt
Al Ghardaqah,27.2578,33.8117,Egypt
Boksitogorsk,59.4833,33.8333,Russia
Emirgazi,37.9022,33.8372,Turkey
Kibuku,1.0375,33.84,Uganda
Bakhchysarai,44.7528,33.8608,Ukraine
Rumphi,-11.0167,33.8667,Malawi
Putyvl,51.3167,33.8667,Ukraine
Namayingo,0.345,33.88,Uganda
Kadama,1.0167,33.8803,Uganda
Manjacaze,-24.7117,33.8828,Mozambique
Tasucu,36.3333,33.8833,Turkey
Namayingo,0.2398,33.8849,Uganda
Hlukhiv,51.6747,33.9133,Ukraine
Dowa,-13.6667,33.9167,Malawi
Borovichi,58.4,33.9167,Russia
Butebo,1.1944,33.9222,Uganda
Busolwe,0.8492,33.9269,Uganda
Silifke,36.3761,33.9322,Turkey
Karonga,-9.9333,33.9333,Malawi
Singa,13.15,33.9333,Sudan
Safaja,26.7333,33.9333,Egypt
Kumi,1.4608,33.9361,Uganda
Famagusta,35.125,33.9417,Cyprus
Butaleja,0.925,33.945,Uganda
Budaka,1.0167,33.945,Uganda
Katakwi,1.915,33.955,Uganda
Ed Damer,17.59,33.96,Sudan
Butiama,-1.7667,33.9667,Tanzania
Atbara,17.6972,33.9783,Sudan
Port Victoria,0.1,33.9833,Kenya
Paralimni,35.0333,33.9833,Cyprus
Bariadi,-2.7919,33.9894,Tanzania
Majanji,0.2408,33.9914,Uganda
Berber,18.0306,33.9933,Sudan
Lumino,0.325,33.9958,Uganda
Ntchisi,-13.3667,34,Malawi
Hvardiiske,45.1,34,Ukraine
Hadyach,50.3667,34,Ukraine
Mzuzu,-11.4581,34.0151,Malawi
Nagongera,0.77,34.0261,Uganda
Vilnohirsk,48.4781,34.0281,Ukraine
Aksaray,38.3742,34.0289,Turkey
Mwaya,-9.4917,34.0333,Tanzania
Tosya,41.0172,34.0383,Turkey
Ortakoy,38.7361,34.0403,Turkey
Bukedea,1.3475,34.0444,Uganda
Eregli,37.5128,34.0483,Turkey
Bologoye,57.8833,34.05,Russia
Reshetylivka,49.5667,34.0667,Ukraine
Pokrov,47.6533,34.0842,Ukraine
Busia,0.4669,34.09,Uganda
Kamonkoli,1.075,34.0956,Uganda
Seltso,53.3678,34.0978,Russia
Simferopol,44.9519,34.1022,Ukraine
Busia,0.4633,34.1053,Kenya
Ash Shaykh Zuwayd,31.2119,34.1106,Egypt
Haspra,44.4361,34.1106,Ukraine
Kotido,3.0061,34.1125,Uganda
Kaabong,3.52,34.12,Uganda
Pikalevo,59.5333,34.1333,Russia
Karungu,-0.8496,34.15,Kenya
Kirsehir,39.1456,34.1608,Turkey
Yalta,44.4994,34.17,Ukraine
Mbale,1.0806,34.175,Uganda
Tororo,0.6928,34.1811,Uganda
Masandra,44.5167,34.1833,Ukraine
Kuvshinovo,57.0333,34.1833,Russia
Kobeliaky,49.1333,34.2,Ukraine
Podporozhye,60.9,34.2,Russia
Taskopru,41.5097,34.2142,Turkey
Napak,2.1156,34.2267,Uganda
Rafah,31.2808,34.2414,Egypt
Sironko,1.2306,34.2481,Uganda
Verkhivtseve,48.4853,34.2539,Ukraine
Rafah,31.2725,34.2586,Gaza Strip
Malaba,0.6444,34.2606,Uganda
Bayat,40.646,34.261,Turkey
Siaya,0.0667,34.2833,Kenya
Kurmuk,10.55,34.2833,Sudan
Kondopoga,62.2,34.2833,Russia
Manafwa,0.9564,34.2844,Uganda
Hurzuf,44.5528,34.2875,Ukraine
Vyazma,55.2107,34.2912,Russia
Kurman,45.4947,34.2947,Ukraine
Nkhotakota,-12.9167,34.3,Malawi
Nkhata Bay,-11.6,34.3,Malawi
Khan Yunis,31.3444,34.3031,Gaza Strip
Erdemli,36.6056,34.3111,Turkey
Bilopillya,51.1458,34.3117,Ukraine
Kirov,54.0833,34.3167,Russia
Rzhev,56.25,34.3167,Russia
Segezha,63.7333,34.3167,Russia
Bani Suhayla,31.3428,34.3253,Gaza Strip
Sharm ash Shaykh,27.915,34.3275,Egypt
Verkhnodniprovsk,48.6561,34.3283,Ukraine
Bududa,1.01,34.3317,Uganda
Dedza,-14.3667,34.3333,Malawi
